region,street,housenumber,city,postcode,lat,lon
Abruzzo,Corso Vittorio Emanuele,100,Abruzzo,28290,41.928684534716574,13.744530873740754
Abruzzo,Via Matteotti,68,Abruzzo,57662,42.40509204431835,13.63589812943918
Abruzzo,Via Matteotti,146,Abruzzo,39099,42.3685547546559,13.424139854362327
Abruzzo,Via Marconi,160,Abruzzo,31770,41.886819647911864,13.706831856833823
Abruzzo,Via Galilei,121,Abruzzo,88035,41.98950133291533,13.89787932695939
Abruzzo,Via Pascoli,77,Abruzzo,31347,42.130899146876665,13.074878040946459
Abruzzo,Via Marconi,108,Abruzzo,31264,42.40280049074478,13.414704171701167
Abruzzo,Piazza Garibaldi,167,Abruzzo,35173,41.92765041910532,14.38506661150468
Abruzzo,Via Gramsci,55,Abruzzo,86868,42.35649600203076,13.844386389254247
Abruzzo,Via Garibaldi,77,Abruzzo,57813,42.58403422400108,13.970134562377398
Abruzzo,Via Leopardi,184,Abruzzo,49892,42.03588827265034,13.710561973579997
Abruzzo,Via Dante,171,Abruzzo,90617,41.97558723068914,14.02212512539562
Abruzzo,Corso Umberto,186,Abruzzo,14315,42.14327519206149,14.296298194319805
Abruzzo,Corso Italia,115,Abruzzo,15741,41.79105650535046,14.116286281372442
Abruzzo,Via Matteotti,9,Abruzzo,36148,42.50204597173251,13.925968776706446
Abruzzo,Via Pascoli,7,Abruzzo,83134,42.30577423465448,14.266962607777941
Abruzzo,Corso Umberto,57,Abruzzo,19535,42.34457780760709,13.215368975390803
Abruzzo,Corso Umberto,140,Abruzzo,48246,42.55744794047652,13.5663727437699
Abruzzo,Piazza Garibaldi,136,Abruzzo,90207,42.28223183563934,13.640763484319304
Abruzzo,Via Kennedy,189,Abruzzo,53722,42.31419535781646,13.25135347376714
Abruzzo,Via Bellini,67,Abruzzo,40288,42.044690034479075,14.00843338689739
Abruzzo,Corso Italia,127,Abruzzo,13744,41.920432432416604,14.00391339330118
Abruzzo,Via Bellini,166,Abruzzo,65314,42.339350623793784,14.324604817510801
Abruzzo,Piazza Garibaldi,78,Abruzzo,91805,41.97472689233285,14.352592778896648
Abruzzo,Piazza Garibaldi,173,Abruzzo,65963,42.626751540098226,13.457866013768546
Abruzzo,Via Mazzini,189,Abruzzo,30326,42.26842325816533,14.00570940198916
Abruzzo,Via Manzoni,168,Abruzzo,20830,42.23772368371239,13.286555007556384
Abruzzo,Corso Vittorio Emanuele,162,Abruzzo,20157,42.2204671091314,14.1466649282285
Abruzzo,Via Mazzini,102,Abruzzo,10415,42.22165219148288,14.092329241568349
Abruzzo,Via Pascoli,28,Abruzzo,55513,42.2613099797292,14.046863327891991
Abruzzo,Via Mazzini,35,Abruzzo,87692,42.159475552343025,13.353827968197576
Abruzzo,Corso Italia,65,Abruzzo,20084,41.8507757811148,13.546670022351378
Abruzzo,Via Bellini,184,Abruzzo,24545,41.978956130671484,13.724235947265589
Abruzzo,Via Gramsci,160,Abruzzo,59989,41.992501246090995,13.98914498485006
Abruzzo,Via Bellini,175,Abruzzo,93886,41.85225191679423,14.065707842257586
Abruzzo,Via Trieste,35,Abruzzo,89606,42.340628701529255,13.520558642487035
Abruzzo,Via Cavour,60,Abruzzo,61691,42.37047483261888,13.611882350845836
Abruzzo,Via XX Settembre,50,Abruzzo,65893,42.25966678301583,13.54543626265166
Abruzzo,Via Matteotti,43,Abruzzo,80707,42.1044566655031,14.138994242015244
Abruzzo,Corso Italia,98,Abruzzo,98747,42.235544509588244,13.792875667217107
Abruzzo,Via Marconi,82,Abruzzo,45453,41.95512709721825,14.386602115954341
Abruzzo,Corso Vittorio Emanuele,196,Abruzzo,30215,42.23742498077243,14.163028336853234
Abruzzo,Via Verdi,129,Abruzzo,83940,42.45613312276541,13.37958554448095
Abruzzo,Via Galilei,184,Abruzzo,77285,42.15216275789259,14.7016256064761
Abruzzo,Corso Italia,193,Abruzzo,89624,42.70453061499462,13.608356699217989
Abruzzo,Via Leopardi,122,Abruzzo,22798,42.59928808746469,13.551742776178518
Abruzzo,Via Cavour,168,Abruzzo,18886,42.52452856865251,13.321827681267685
Abruzzo,Via Manzoni,51,Abruzzo,89172,42.57149394067805,13.995345140706233
Abruzzo,Piazza Duomo,67,Abruzzo,37806,42.04833998907004,13.214362641968714
Abruzzo,Piazza Garibaldi,79,Abruzzo,50803,41.83639422738549,14.505694107624313
Abruzzo,Via Trieste,172,Abruzzo,59141,42.100908234662214,14.049228432623877
Abruzzo,Via Verdi,60,Abruzzo,36616,42.36217395213814,13.402625761166377
Abruzzo,Via XX Settembre,68,Abruzzo,21419,42.176785886984916,13.558982915961586
Abruzzo,Piazza Garibaldi,166,Abruzzo,80997,42.43009539403296,13.464356507126988
Abruzzo,Via Vittorio Veneto,189,Abruzzo,34720,41.960923749639896,13.528513024029658
Abruzzo,Via Verdi,82,Abruzzo,71085,42.33907353463664,13.600454110671322
Abruzzo,Via Leopardi,114,Abruzzo,49144,41.864752480800334,13.492512254053345
Abruzzo,Via Pascoli,41,Abruzzo,86402,42.566554275176834,14.001139944407822
Abruzzo,Via Mazzini,97,Abruzzo,85878,41.8499217290496,13.749224154401968
Abruzzo,Piazza Duomo,151,Abruzzo,12249,41.88308002233933,14.00499519080027
Abruzzo,Via Matteotti,189,Abruzzo,23040,42.1487165395356,13.419745201826169
Abruzzo,Piazza Garibaldi,35,Abruzzo,32392,42.57602806775105,13.733255608952149
Abruzzo,Corso Italia,50,Abruzzo,89482,42.18856401850728,13.443105084628787
Abruzzo,Via Kennedy,17,Abruzzo,21931,41.98099758810898,14.699251893354393
Abruzzo,Piazza Duomo,66,Abruzzo,73956,42.35098487363255,14.336464204232172
Abruzzo,Corso Vittorio Emanuele,154,Abruzzo,51317,42.58582141647667,13.819666008371435
Abruzzo,Via Pascoli,52,Abruzzo,89716,42.576714267627416,13.8517574458472
Abruzzo,Via Cavour,112,Abruzzo,54227,41.986706148837676,13.521192479913937
Abruzzo,Via Garibaldi,124,Abruzzo,19507,42.47280857327063,13.388448197860768
Abruzzo,Via XX Settembre,51,Abruzzo,56108,42.308128575614056,14.166929005070829
Abruzzo,Corso Umberto,47,Abruzzo,10128,42.02634448748495,14.101939647462359
Abruzzo,Via Manzoni,122,Abruzzo,29418,42.240952768504826,14.383312838756119
Abruzzo,Via Dante,125,Abruzzo,30413,42.443998830974664,13.722713519662518
Abruzzo,Via Roma,173,Abruzzo,22114,42.081233521571754,14.663358571101867
Abruzzo,Via Verdi,122,Abruzzo,68053,42.493292639870305,13.525730443751927
Abruzzo,Via Bellini,154,Abruzzo,98610,42.10711818949449,14.157054027129144
Abruzzo,Via Verdi,188,Abruzzo,80642,42.09944601251587,13.465413376881846
Abruzzo,Piazza Garibaldi,180,Abruzzo,69063,42.30480711760035,13.758928389390267
Abruzzo,Via Leopardi,23,Abruzzo,28461,42.71321223629909,13.840784451962264
Abruzzo,Via Gramsci,65,Abruzzo,93928,42.18635387434648,14.390811432583554
Abruzzo,Via Leopardi,187,Abruzzo,41177,41.92078275250552,13.371327026369375
Abruzzo,Via Dante,108,Abruzzo,91641,41.92952655233429,14.271804669902782
Abruzzo,Via Kennedy,92,Abruzzo,11822,42.23528428183411,14.237299308716423
Abruzzo,Via Garibaldi,120,Abruzzo,53273,42.57193234040846,13.747445034691973
Abruzzo,Via Cavour,88,Abruzzo,13823,42.34762588057263,13.62365832067772
Abruzzo,Via Cavour,68,Abruzzo,11383,42.03897828458674,14.092212581971724
Abruzzo,Via XX Settembre,200,Abruzzo,64436,42.39736568280722,13.420325494923537
Abruzzo,Piazza Duomo,47,Abruzzo,16865,42.04159336355682,14.722132332646417
Abruzzo,Via Dante,191,Abruzzo,70789,42.12899989444065,14.503396729875536
Abruzzo,Via Nazionale,141,Abruzzo,67822,41.80052397754885,13.513755993725068
Abruzzo,Corso Umberto,159,Abruzzo,49745,42.364466510862286,13.5876499674368
Abruzzo,Via Mazzini,159,Abruzzo,97981,42.016193911785486,14.438232781125908
Abruzzo,Via Roma,10,Abruzzo,25770,41.96668344674718,14.36669305503873
Abruzzo,Corso Italia,129,Abruzzo,36767,42.15495554766868,13.342812469504718
Abruzzo,Via Cavour,182,Abruzzo,17535,42.22175810090264,13.915479191542396
Abruzzo,Via Marconi,198,Abruzzo,10250,41.96102700817097,14.532242562076426
Abruzzo,Corso Umberto,167,Abruzzo,32379,42.46021298959063,13.816153024266532
Abruzzo,Piazza Garibaldi,41,Abruzzo,97737,41.96337304614053,13.408493813724196
Abruzzo,Via Cavour,177,Abruzzo,31289,42.392633676700825,13.282612218602319
Abruzzo,Via XX Settembre,195,Abruzzo,37930,41.998180476326695,14.056237252165007
Abruzzo,Via Marconi,27,Abruzzo,74282,42.23971172626077,13.297070080624424
Abruzzo,Via Matteotti,188,Abruzzo,76562,42.05608216062718,14.208607019094465
Abruzzo,Via Kennedy,168,Abruzzo,49034,42.57451404279255,13.75944973394321
Abruzzo,Corso Italia,179,Abruzzo,54998,42.051224896102845,14.739638724323932
Abruzzo,Via XX Settembre,152,Abruzzo,89044,42.06755871188942,14.408626817580767
Abruzzo,Via Verdi,161,Abruzzo,14056,41.900569671212,13.608745195603717
Abruzzo,Piazza Garibaldi,60,Abruzzo,34236,42.345135761216135,13.325380124283097
Abruzzo,Via Mazzini,28,Abruzzo,22617,42.09508766166564,14.508728454805942
Abruzzo,Via Nazionale,4,Abruzzo,63404,42.50484217290715,13.488646184460116
Abruzzo,Via Cavour,84,Abruzzo,27652,42.55573355454152,14.022923553334172
Abruzzo,Via Trieste,112,Abruzzo,58506,41.8141340481267,13.810902849948189
Abruzzo,Via Pascoli,175,Abruzzo,53776,42.12269091524536,13.159137526908875
Abruzzo,Via Pascoli,146,Abruzzo,21317,41.98959644460158,13.674107843108663
Abruzzo,Via Cavour,11,Abruzzo,22665,42.29338488419685,13.466576058491519
Abruzzo,Via Marconi,126,Abruzzo,80091,41.76068175192443,14.13269930736641
Abruzzo,Via Trieste,28,Abruzzo,42299,41.91530713533976,14.49538422724551
Abruzzo,Piazza Garibaldi,165,Abruzzo,57398,41.88715460753985,14.539262593419044
Abruzzo,Via Cavour,15,Abruzzo,92194,42.56098451573125,13.245217407516794
Abruzzo,Via Verdi,167,Abruzzo,33887,41.90814461283859,14.374553400685665
Abruzzo,Via Verdi,47,Abruzzo,30091,42.109682420431824,13.060894469756922
Abruzzo,Via Trieste,25,Abruzzo,71500,42.70807222422468,13.734089073356127
Abruzzo,Corso Italia,10,Abruzzo,17229,42.04066535878039,14.656339546892653
Abruzzo,Via Mazzini,157,Abruzzo,39518,42.859881576890075,13.922614366652297
Abruzzo,Via Colombo,157,Abruzzo,60101,42.20068574966542,14.328659311589023
Abruzzo,Via Colombo,71,Abruzzo,76706,42.728795410560934,13.794697789649234
Abruzzo,Via Trieste,79,Abruzzo,67868,42.009085634088684,13.940214311582478
Abruzzo,Via Gramsci,25,Abruzzo,93883,41.80981141366178,13.533234446113077
Abruzzo,Via Verdi,107,Abruzzo,33202,41.94056908506621,14.350529102609276
Abruzzo,Via Kennedy,74,Abruzzo,77313,42.33841423969978,14.125225664485686
Abruzzo,Via Verdi,3,Abruzzo,80189,42.286417309015356,14.430870134659333
Abruzzo,Via Leopardi,166,Abruzzo,34541,42.56495120497573,14.057716655521505
Abruzzo,Via Pascoli,53,Abruzzo,49001,42.234739620659845,14.497314183047463
Abruzzo,Via Verdi,125,Abruzzo,13731,42.76171124975037,13.62119294882244
Abruzzo,Via Matteotti,24,Abruzzo,57482,42.00564031654661,14.680520020184423
Abruzzo,Via Cavour,30,Abruzzo,58936,42.513191356584066,13.216341097360429
Abruzzo,Via Dante,13,Abruzzo,11602,42.28561713320616,13.253759803187162
Abruzzo,Via XX Settembre,49,Abruzzo,71669,42.47126165101367,13.97385259298451
Abruzzo,Via Galilei,16,Abruzzo,29356,41.89531473656918,13.635866429319076
Abruzzo,Corso Italia,55,Abruzzo,72900,41.99394259813637,14.664607181037532
Abruzzo,Piazza Garibaldi,190,Abruzzo,59234,42.59529486195884,13.592574457399905
Abruzzo,Via Trieste,141,Abruzzo,15857,42.288412626769926,14.08162687953879
Abruzzo,Via Trieste,93,Abruzzo,64025,41.773905246218185,14.087219137209138
Abruzzo,Via Leopardi,167,Abruzzo,30543,42.398903784404666,14.265089937297958
Abruzzo,Via Colombo,44,Abruzzo,87670,42.122282655909125,14.567231242007793
Abruzzo,Piazza Garibaldi,50,Abruzzo,12581,42.071787029165094,13.72649900095784
Abruzzo,Via Manzoni,92,Abruzzo,61270,42.22659134286253,14.46700005964971
Abruzzo,Via Mazzini,158,Abruzzo,87724,42.515576275075,14.10521623775184
Abruzzo,Via Nazionale,120,Abruzzo,27525,41.832013874532954,13.682398218656118
Abruzzo,Via Leopardi,140,Abruzzo,57544,42.356943603544046,13.505935290604397
Abruzzo,Via Manzoni,129,Abruzzo,67836,42.53247928637522,13.715456984538191
Abruzzo,Via Dante,183,Abruzzo,97853,42.06517486429702,14.352483298660433
Abruzzo,Via Verdi,145,Abruzzo,77184,42.53326429667943,14.111289980087165
Abruzzo,Via Vittorio Veneto,132,Abruzzo,34504,42.52826971948358,13.399836085203159
Abruzzo,Corso Italia,105,Abruzzo,68552,42.26687756591544,14.340401572849595
Abruzzo,Via Vittorio Veneto,14,Abruzzo,15418,42.06894706009245,13.443879476192029
Abruzzo,Via Matteotti,163,Abruzzo,72328,42.055533860754814,14.148908147478647
Abruzzo,Via Trieste,16,Abruzzo,81321,41.976496569595284,13.996879062328146
Abruzzo,Via Cavour,193,Abruzzo,86454,42.361357784133006,14.143022560057055
Abruzzo,Via Roma,165,Abruzzo,13362,42.29142806677434,14.233137810418519
Abruzzo,Via Colombo,26,Abruzzo,50236,41.99363699342879,13.854143987106871
Abruzzo,Via Matteotti,30,Abruzzo,86560,42.07282024223764,13.8168030881596
Abruzzo,Via Nazionale,139,Abruzzo,67742,42.23718883978216,13.287345440388181
Abruzzo,Via Kennedy,114,Abruzzo,72194,42.29400623754741,13.7886429815236
Abruzzo,Via Verdi,129,Abruzzo,60440,42.22650306500369,14.304693648554615
Abruzzo,Via Gramsci,47,Abruzzo,63900,41.97275866090929,14.355612716083359
Abruzzo,Via Garibaldi,50,Abruzzo,76496,42.017883498935824,13.578827207067944
Abruzzo,Via Colombo,79,Abruzzo,25354,42.6173401724505,13.585816953396398
Abruzzo,Via Nazionale,149,Abruzzo,59799,41.82268635842698,14.56548799080618
Abruzzo,Corso Umberto,39,Abruzzo,42053,42.51450685909299,14.140649991813303
Abruzzo,Via Galilei,61,Abruzzo,46411,41.777004670835645,13.793143890805922
Abruzzo,Piazza Duomo,185,Abruzzo,76807,42.11338018984241,13.678014315776444
Abruzzo,Via Colombo,97,Abruzzo,18604,41.96655999773722,13.81176727204159
Abruzzo,Piazza Garibaldi,62,Abruzzo,89084,42.178697666395465,13.64494671932207
Abruzzo,Via Kennedy,61,Abruzzo,91944,42.36545976461676,13.300682422144
Abruzzo,Via Trieste,137,Abruzzo,71064,42.01156958930872,14.009224668112214
Abruzzo,Via Vittorio Veneto,158,Abruzzo,23755,41.796016658614995,14.532037024752332
Abruzzo,Via Verdi,34,Abruzzo,67258,42.57601933864648,13.8654940680359
Abruzzo,Via Cavour,189,Abruzzo,78088,41.92396969299781,14.20411659053513
Abruzzo,Piazza Duomo,49,Abruzzo,95001,42.81729964480734,13.721238041427593
Abruzzo,Via Cavour,129,Abruzzo,73385,42.088785180350435,13.276066879764233
Abruzzo,Via Colombo,33,Abruzzo,21092,42.65437457636666,13.625688149071305
Abruzzo,Via Dante,8,Abruzzo,15423,42.222085521538084,13.739278721096403
Abruzzo,Piazza Garibaldi,175,Abruzzo,81663,42.143575644356,13.189214588423322
Abruzzo,Via Pascoli,139,Abruzzo,60062,41.90911359060012,13.768147573444832
Abruzzo,Via Leopardi,181,Abruzzo,21768,42.67512101786716,13.44086459980659
Abruzzo,Via Mazzini,164,Abruzzo,48652,41.76351782449108,13.974070586594399
Abruzzo,Via Roma,18,Abruzzo,70670,41.977489683863965,13.316607362666995
Abruzzo,Via Cavour,76,Abruzzo,39095,42.21044601455559,13.444052227652415
Abruzzo,Via Roma,81,Abruzzo,59816,42.29878860261299,14.012266612571208
Abruzzo,Via Roma,65,Abruzzo,77800,41.907041238043696,13.953561711953181
Abruzzo,Via Pascoli,165,Abruzzo,42334,42.308808846297055,14.215210043168977
Abruzzo,Via Verdi,164,Abruzzo,31496,41.88759719304096,14.343709186723105
Abruzzo,Via Matteotti,94,Abruzzo,55906,42.507324364945944,13.401331020496293
Abruzzo,Via Pascoli,169,Abruzzo,82704,41.952813987932224,13.891000707536293
Abruzzo,Corso Umberto,131,Abruzzo,60821,41.72483465770917,13.94751864584266
Abruzzo,Via Gramsci,152,Abruzzo,48170,42.14384233283417,14.258989492818865
Abruzzo,Via Dante,43,Abruzzo,16416,42.78611960040811,13.559864399597826
Abruzzo,Corso Vittorio Emanuele,95,Abruzzo,13325,41.903544468349764,13.629397768558349
Abruzzo,Via Nazionale,109,Abruzzo,57286,42.53592861977492,13.682849969902701
Abruzzo,Piazza Duomo,121,Abruzzo,40752,41.84683431514492,14.463721035927712
Abruzzo,Via Cavour,4,Abruzzo,96250,42.10593823990065,13.078056167493894
Abruzzo,Via Matteotti,168,Abruzzo,20108,42.27972489112162,13.81219822996083
Abruzzo,Via Roma,45,Abruzzo,87813,42.47090867511747,13.524896178129543
Abruzzo,Piazza Garibaldi,27,Abruzzo,26301,42.001124112308396,14.268502293797962
Abruzzo,Via Manzoni,175,Abruzzo,40499,42.16897875733028,13.969750071781235
