region,street,housenumber,city,postcode,lat,lon
Abruzzo,Via Gramsci,188,Abruzzo,90812,42.05375386898175,14.67451323668551
Abruzzo,Corso Umberto,4,Abruzzo,42083,41.81081010070939,14.083323459577803
Abruzzo,Via Leopardi,153,Abruzzo,96887,42.35854273140538,13.699515874010698
Abruzzo,Via Kennedy,137,Abruzzo,78762,42.443627252135094,13.737887828088613
Abruzzo,Via XX Settembre,34,Abruzzo,73848,42.71067293929504,13.87937405098445
Abruzzo,Via Kennedy,33,Abruzzo,93503,42.050109224644004,14.102035990533096
Abruzzo,Via Mazzini,192,Abruzzo,36903,41.88312530213243,14.181365163543772
Abruzzo,Via Nazionale,112,Abruzzo,46672,42.03745522112615,13.722569208883721
Abruzzo,Via XX Settembre,131,Abruzzo,83324,42.14912449812581,13.511617243913754
Abruzzo,Via Verdi,97,Abruzzo,25537,42.614033886418284,13.463350672090977
Abruzzo,Via Pascoli,30,Abruzzo,52129,42.157411891606074,13.537113041279156
Abruzzo,Via Mazzini,94,Abruzzo,41614,42.0640807177958,14.471058995845816
Abruzzo,Corso Umberto,131,Abruzzo,61776,42.77318799350868,13.645614932175347
Abruzzo,Via Garibaldi,114,Abruzzo,46870,41.939086952077,13.546082642073257
Abruzzo,Via Manzoni,120,Abruzzo,12371,42.01171342134586,14.481145972719473
Abruzzo,Via XX Settembre,160,Abruzzo,14863,42.083086769947165,14.312092740643587
Abruzzo,Via Nazionale,64,Abruzzo,75421,41.988122596547186,14.248992740960201
Abruzzo,Piazza Duomo,66,Abruzzo,76982,42.55960754415715,13.337622709290777
Abruzzo,Via Roma,152,Abruzzo,38765,41.87579468577165,13.482342224097474
Abruzzo,Via Dante,153,Abruzzo,77267,42.738055543625144,13.542354901990274
Abruzzo,Via Dante,162,Abruzzo,62624,42.456766999846195,13.373691317743173
Abruzzo,Via XX Settembre,132,Abruzzo,34343,42.14057306666436,13.880513021137679
Abruzzo,Via Pascoli,32,Abruzzo,47131,42.3820602423747,13.302949296687117
Abruzzo,Via Bellini,143,Abruzzo,21215,42.10388999028224,13.098137899824552
Abruzzo,Via XX Settembre,157,Abruzzo,42544,41.94588892891355,14.18540736826441
Abruzzo,Via Cavour,79,Abruzzo,48918,42.84518771518601,13.807129600520762
Abruzzo,Via Kennedy,18,Abruzzo,33503,42.21296938762227,14.333508084963814
Abruzzo,Via Verdi,110,Abruzzo,16162,42.41114859484012,13.280044382905876
Abruzzo,Via Leopardi,123,Abruzzo,47571,42.67311976173615,13.42554815205693
Abruzzo,Via Mazzini,4,Abruzzo,31119,41.933294356854326,13.588070198426916
Abruzzo,Via Pascoli,10,Abruzzo,79609,41.95270853076227,13.825519871865643
Abruzzo,Via Cavour,173,Abruzzo,94476,42.432136439084466,13.770451898150696
Abruzzo,Via Bellini,187,Abruzzo,78987,41.892574270584845,14.41992586279539
Abruzzo,Via XX Settembre,108,Abruzzo,69247,42.50141622190986,13.252994282443339
Abruzzo,Corso Umberto,51,Abruzzo,33735,42.02269837010698,14.097924351202598
Abruzzo,Via Matteotti,161,Abruzzo,14655,42.40482353664928,13.991050487415547
Abruzzo,Via XX Settembre,37,Abruzzo,78207,42.318272887859976,13.733615756589902
Abruzzo,Via Cavour,144,Abruzzo,82810,41.88602532158766,14.000804464961357
Abruzzo,Via Gramsci,190,Abruzzo,73591,42.39822494997206,13.209845838419078
Abruzzo,Via Roma,196,Abruzzo,35899,42.1046507545638,14.194443734316451
Abruzzo,Via Cavour,24,Abruzzo,20505,41.89534513036179,13.542555691678455
Abruzzo,Via Pascoli,86,Abruzzo,98657,41.99777626608996,13.409586391579968
Abruzzo,Piazza Duomo,192,Abruzzo,58431,42.23281188490533,13.874863759669205
Abruzzo,Via Mazzini,133,Abruzzo,11778,42.272225300808095,13.868109099430642
Abruzzo,Via Mazzini,68,Abruzzo,97666,42.495283684326296,13.489528174262393
Abruzzo,Via Garibaldi,127,Abruzzo,59929,42.15015785904987,13.70040198801256
Abruzzo,Via Roma,69,Abruzzo,70075,41.70563619940346,14.020815257267982
Abruzzo,Via Kennedy,108,Abruzzo,15820,41.82858096952204,13.486163896562683
Abruzzo,Piazza Duomo,124,Abruzzo,15630,42.29862999325942,14.213387530489415
Abruzzo,Via XX Settembre,155,Abruzzo,95749,41.963210387546525,13.333619933607059
Abruzzo,Via Dante,94,Abruzzo,46895,42.3752746992013,14.003539924616778
Abruzzo,Corso Vittorio Emanuele,58,Abruzzo,78967,42.14761486451965,13.885364292042086
Abruzzo,Corso Umberto,165,Abruzzo,68785,42.54726134723441,13.676731576341972
Abruzzo,Via Bellini,168,Abruzzo,99598,42.12353669228642,14.43291871298852
Abruzzo,Piazza Duomo,1,Abruzzo,65186,42.284619724264985,13.322008080812338
Abruzzo,Corso Italia,122,Abruzzo,26162,42.64107447481005,13.5458880760393
Abruzzo,Corso Italia,53,Abruzzo,68655,42.46071417593774,14.198381250973343
Abruzzo,Via Dante,181,Abruzzo,61847,42.40205155157666,13.472998843390299
Abruzzo,Via Cavour,84,Abruzzo,54579,42.20872634488898,13.81741047982431
Abruzzo,Via Garibaldi,36,Abruzzo,89646,42.53960092591012,13.673167824801341
Abruzzo,Via Leopardi,37,Abruzzo,36734,42.229409039620435,14.152255133381317
Abruzzo,Via Marconi,15,Abruzzo,58322,42.58685984521068,13.810359731493696
Abruzzo,Via Dante,67,Abruzzo,96998,42.33684280274548,13.62070001495161
Abruzzo,Corso Italia,57,Abruzzo,29057,42.56615031998646,13.398754509948732
Abruzzo,Via Verdi,171,Abruzzo,40981,42.54139670282674,14.095274627426448
Abruzzo,Via Matteotti,146,Abruzzo,66463,42.098913863480924,13.500131436261722
Abruzzo,Via Bellini,15,Abruzzo,34451,41.95316790318737,13.353485519025659
Abruzzo,Via Matteotti,98,Abruzzo,62012,41.97171799789546,14.585011530445914
Abruzzo,Piazza Duomo,114,Abruzzo,36581,42.090419205169,14.329672141139637
Abruzzo,Corso Italia,164,Abruzzo,68257,42.21432150628313,13.948899503033298
Abruzzo,Via Garibaldi,27,Abruzzo,64550,41.84521527659917,13.710873903910317
Abruzzo,Via Nazionale,193,Abruzzo,46440,41.72933385403772,13.977457206836908
Abruzzo,Corso Italia,79,Abruzzo,50968,41.73802152129758,14.043702423623234
Abruzzo,Corso Umberto,10,Abruzzo,87309,42.20002876706492,13.675646913475465
Abruzzo,Via Roma,138,Abruzzo,60069,42.47180815653666,13.218477471999119
Abruzzo,Via Manzoni,66,Abruzzo,89829,42.00403661875403,14.527097556325945
Abruzzo,Via Pascoli,127,Abruzzo,92965,41.820897397051496,13.50045072429857
Abruzzo,Corso Umberto,133,Abruzzo,28405,41.84836496243567,13.42791295280468
Abruzzo,Via Manzoni,44,Abruzzo,55437,42.48048838813789,13.619740396219456
Abruzzo,Via Roma,169,Abruzzo,87592,42.43320587765396,13.563032023221046
Abruzzo,Via Leopardi,183,Abruzzo,23928,42.271449793963036,14.006640277529902
Abruzzo,Via XX Settembre,8,Abruzzo,43291,42.62572148739018,13.875798840569523
Abruzzo,Via Kennedy,58,Abruzzo,34598,42.296160872734816,13.26186840760077
Abruzzo,Via Cavour,170,Abruzzo,33126,42.757376512822646,13.515557839705355
Abruzzo,Via Roma,85,Abruzzo,98857,42.38814624448457,13.987052770711193
Abruzzo,Via XX Settembre,116,Abruzzo,32369,42.12543793229247,13.674684418800604
Abruzzo,Via Gramsci,77,Abruzzo,90542,42.50273177667077,13.240557376211713
Abruzzo,Via Mazzini,155,Abruzzo,55023,41.934346373931334,14.135069308889747
Abruzzo,Via Nazionale,29,Abruzzo,83327,42.09919541755832,13.305985941558118
Abruzzo,Via Leopardi,25,Abruzzo,60836,41.900209499215066,13.918175105207304
Abruzzo,Corso Umberto,111,Abruzzo,31894,42.451191527861454,13.192914383153953
Abruzzo,Via Nazionale,71,Abruzzo,95314,42.74088873354454,13.720466882503478
Abruzzo,Via Pascoli,136,Abruzzo,99985,41.748875851064945,13.766135313299444
Abruzzo,Corso Italia,32,Abruzzo,24604,42.75545519668166,13.885629817609333
Abruzzo,Via Dante,150,Abruzzo,46025,42.62360294083869,13.903074121148125
Abruzzo,Via Pascoli,198,Abruzzo,45271,42.05664204203644,13.904948364661045
Abruzzo,Via Bellini,124,Abruzzo,97911,42.11837526526299,14.154328052447932
Abruzzo,Corso Vittorio Emanuele,90,Abruzzo,63420,42.421084647091384,13.724381700315723
Abruzzo,Via Leopardi,41,Abruzzo,96315,42.24246734066289,13.933721924629092
Abruzzo,Corso Italia,192,Abruzzo,87212,42.81274858894922,13.77950175868136
Abruzzo,Via Pascoli,92,Abruzzo,29769,42.10180078597538,14.69327689688297
Abruzzo,Via Dante,21,Abruzzo,73064,42.24074950324157,13.667870962417155
Abruzzo,Via Cavour,193,Abruzzo,97480,42.095365530434414,13.571905492712208
Abruzzo,Corso Italia,180,Abruzzo,22544,42.18074793031192,14.593818857477517
Abruzzo,Via Mazzini,44,Abruzzo,34266,42.5929104199213,13.682420521666826
Abruzzo,Via Gramsci,149,Abruzzo,54307,41.84257343354492,14.483653281799711
Abruzzo,Corso Vittorio Emanuele,182,Abruzzo,53481,42.11586292335876,13.322279209218124
Abruzzo,Via Manzoni,45,Abruzzo,32110,41.81908014170749,13.83838607790633
Abruzzo,Via Nazionale,61,Abruzzo,26023,42.36042444419972,13.549618641946564
Abruzzo,Corso Umberto,151,Abruzzo,44184,41.989925503977446,13.892737042917002
Abruzzo,Via Leopardi,147,Abruzzo,52443,42.80180965021026,13.861202153325738
Abruzzo,Corso Vittorio Emanuele,57,Abruzzo,83461,42.47364989193994,13.249703996430155
Abruzzo,Via Bellini,119,Abruzzo,42443,42.40061194473092,13.513802649989318
Abruzzo,Via Manzoni,87,Abruzzo,88195,42.21513409675786,13.747194012659882
Abruzzo,Via Roma,72,Abruzzo,78563,42.29402439646042,13.684253354664767
Abruzzo,Via Gramsci,145,Abruzzo,75613,42.880259065372,13.831204182566921
Abruzzo,Via Cavour,118,Abruzzo,27080,42.356204932394036,13.961790048687835
Abruzzo,Via Bellini,91,Abruzzo,88906,41.90102776854791,13.646152258195976
Abruzzo,Via Garibaldi,15,Abruzzo,14181,42.24239861772805,14.337193329849192
Abruzzo,Via Dante,128,Abruzzo,72998,42.45551136526093,14.155275736434119
Abruzzo,Corso Umberto,3,Abruzzo,84836,41.94404108745899,14.489810986362508
Abruzzo,Via Garibaldi,69,Abruzzo,42156,42.18001593710792,14.680585036552978
Abruzzo,Via Leopardi,123,Abruzzo,62219,42.6730549785093,13.655203713179997
Abruzzo,Corso Vittorio Emanuele,46,Abruzzo,21380,42.003383882771544,13.837775741013358
Abruzzo,Piazza Duomo,177,Abruzzo,64204,42.25018663285855,13.813358878571078
Abruzzo,Via Marconi,195,Abruzzo,32734,42.622016472414266,13.667645527620552
Abruzzo,Via Marconi,194,Abruzzo,42772,42.00947767476887,13.658751663047438
Abruzzo,Via Pascoli,120,Abruzzo,61275,42.16797229759531,13.486868958698606
Abruzzo,Via Matteotti,38,Abruzzo,33973,42.20383783907432,14.52955032623467
Abruzzo,Corso Italia,45,Abruzzo,48586,42.22242091702604,13.917660367203442
Abruzzo,Via Marconi,126,Abruzzo,54852,42.43189832234846,13.866749614347853
Abruzzo,Via Pascoli,192,Abruzzo,27203,41.961216605370254,13.822436324826068
Abruzzo,Via Bellini,111,Abruzzo,98254,42.19104479063689,14.013794971710158
Abruzzo,Via Gramsci,152,Abruzzo,63499,42.07518744117715,13.116535863759218
Abruzzo,Via XX Settembre,131,Abruzzo,34922,41.80296036614017,13.499153017858882
Abruzzo,Via Dante,64,Abruzzo,99473,41.93448766635645,13.876660684723804
Abruzzo,Via Verdi,173,Abruzzo,24918,42.442536788393596,13.573707467219938
Abruzzo,Corso Italia,141,Abruzzo,83341,42.5398112248199,13.874717116825138
Abruzzo,Via Mazzini,122,Abruzzo,37827,42.6734277348166,13.433628330372581
Abruzzo,Via XX Settembre,58,Abruzzo,27913,42.212423512989425,13.595346184096552
Abruzzo,Via Cavour,34,Abruzzo,59352,42.1619038067476,13.554435173218403
Abruzzo,Piazza Duomo,40,Abruzzo,77831,42.33510490853419,13.231833752276808
Abruzzo,Via Leopardi,69,Abruzzo,97634,42.622389123883465,13.691880306364366
Abruzzo,Via Dante,56,Abruzzo,39481,41.94260140938974,13.526244761185295
Abruzzo,Via Gramsci,26,Abruzzo,77316,42.460561156072785,14.02725854694659
Abruzzo,Via Leopardi,91,Abruzzo,71773,41.93959225062277,13.39943938417834
Abruzzo,Via Marconi,11,Abruzzo,18513,42.055797593608766,14.366752415969737
Abruzzo,Piazza Duomo,58,Abruzzo,65286,42.36610440951959,14.114339673464732
Abruzzo,Via Dante,121,Abruzzo,23845,42.17710664746838,14.595784527691396
Abruzzo,Corso Italia,121,Abruzzo,68090,42.0734829269314,13.30004634873491
Abruzzo,Via Verdi,155,Abruzzo,38864,41.96298090570795,13.451209588154281
Abruzzo,Via Manzoni,197,Abruzzo,23127,42.367276149338444,13.327805913181411
Abruzzo,Piazza Duomo,120,Abruzzo,17540,42.33225966294137,13.807633622032021
Abruzzo,Corso Italia,158,Abruzzo,31656,42.28225551877637,13.800982479764915
Abruzzo,Piazza Duomo,109,Abruzzo,37624,42.00271992315139,14.206352700930823
Abruzzo,Via Bellini,173,Abruzzo,15353,41.87254154639891,13.564222579502548
Abruzzo,Piazza Duomo,95,Abruzzo,77912,42.28026794500752,13.941472835240619
Abruzzo,Piazza Duomo,99,Abruzzo,26251,42.12478067219172,14.3340775722606
Abruzzo,Via Marconi,184,Abruzzo,77526,42.472131369194344,13.64565199024439
Abruzzo,Via Bellini,127,Abruzzo,92898,42.452456644648436,14.084075136771363
Abruzzo,Via Garibaldi,11,Abruzzo,64647,42.073193778947875,13.597673281980828
Abruzzo,Via Leopardi,183,Abruzzo,13836,42.19126807448712,14.112178683011896
Abruzzo,Via XX Settembre,194,Abruzzo,32066,41.83581994322876,14.5358112633418
Abruzzo,Via Verdi,62,Abruzzo,17819,41.98129905035577,13.907468701282417
Abruzzo,Via Pascoli,78,Abruzzo,31065,41.79099284915612,13.793091537208275
Abruzzo,Corso Umberto,101,Abruzzo,14960,42.0608366440348,14.206123390264441
Abruzzo,Via Gramsci,85,Abruzzo,99939,42.59994531979682,13.86111743957533
Abruzzo,Via Gramsci,71,Abruzzo,71603,41.951208714557154,14.201435896832244
Abruzzo,Via Manzoni,189,Abruzzo,36520,41.95011746328597,13.502361546997614
Abruzzo,Via Mazzini,23,Abruzzo,43075,41.925420628074086,13.446166889647353
Abruzzo,Corso Italia,55,Abruzzo,79131,42.48799446871542,13.622182319598313
Abruzzo,Via Bellini,20,Abruzzo,10820,42.245500448726204,14.503164988656383
Abruzzo,Via Dante,124,Abruzzo,81868,41.90057463127858,13.430611645976862
Abruzzo,Piazza Duomo,80,Abruzzo,92443,42.398373848511696,13.659664599769064
Abruzzo,Via Roma,47,Abruzzo,10061,42.40739447780699,13.841488771326192
Abruzzo,Via Manzoni,147,Abruzzo,55152,41.957807267863494,13.402850003205309
Abruzzo,Corso Italia,96,Abruzzo,93528,42.09040299088211,13.59240880912228
Abruzzo,Via Dante,189,Abruzzo,74128,42.49932560251273,14.052062722801363
Abruzzo,Via Kennedy,11,Abruzzo,61229,42.866926107494955,13.86140432896985
Abruzzo,Via Manzoni,8,Abruzzo,51177,42.352144896087125,13.712918476383885
Abruzzo,Via Pascoli,186,Abruzzo,96897,42.24743452043425,14.128060748858022
Abruzzo,Corso Italia,158,Abruzzo,77541,42.246799450175345,13.63448518622612
Abruzzo,Via Bellini,139,Abruzzo,23306,41.72649920733557,14.036818944493337
Abruzzo,Via Verdi,85,Abruzzo,33286,41.78410357806609,13.978910662444436
Abruzzo,Corso Umberto,96,Abruzzo,22794,42.13625969500576,14.352035110030123
Abruzzo,Via Marconi,134,Abruzzo,89243,42.0537424682578,13.51419445401304
Abruzzo,Via Kennedy,113,Abruzzo,50929,41.95631467354606,13.734867999647577
Abruzzo,Corso Umberto,137,Abruzzo,83545,42.23847920330101,13.472094888804435
Abruzzo,Via Roma,143,Abruzzo,33323,42.45480410523154,13.286160254241087
Abruzzo,Via Verdi,170,Abruzzo,97113,42.28489080620877,14.362816187432802
Abruzzo,Piazza Duomo,46,Abruzzo,79299,42.10668402582153,13.356472550587382
Abruzzo,Via Leopardi,119,Abruzzo,74043,42.21498509553649,13.807257310506197
Abruzzo,Via Bellini,40,Abruzzo,72231,42.66708706006811,13.377866638057903
Abruzzo,Via Kennedy,182,Abruzzo,46209,42.34183020168492,13.303323119015237
Abruzzo,Via Bellini,144,Abruzzo,78096,42.07549575710328,13.557744010723464
Abruzzo,Corso Vittorio Emanuele,195,Abruzzo,22817,42.01780955573635,13.14996127838893
Abruzzo,Via Roma,99,Abruzzo,61664,42.23766479396178,14.041189786887049
Abruzzo,Via Garibaldi,31,Abruzzo,90437,42.10537327876906,14.388641296320216
Abruzzo,Via Bellini,61,Abruzzo,64391,42.11937637400492,13.600578396501183
